Visitor_ID,Timestamp,Event
1,2025-07-08 09:46:21
2,2025-07-08 09:46:30
3,2025-07-08 09:46:31
4,2025-07-08 09:46:45
5,2025-07-08 09:46:47
6,2025-07-08 09:46:52
7,2025-07-08 09:46:57
8,2025-07-08 09:47:06
9,2025-07-08 09:47:08
10,2025-07-08 09:47:20
11,2025-07-08 09:47:24
12,2025-07-08 09:47:46
13,2025-07-08 09:47:54
14,2025-07-08 09:48:11
15,2025-07-08 09:48:57
16,2025-07-08 09:49:03
17,2025-07-08 09:49:05
18,2025-07-08 09:49:15
19,2025-07-08 09:50:13
20,2025-07-08 09:50:19
21,2025-07-08 09:50:43
22,2025-07-08 09:50:50
23,2025-07-08 09:50:52
24,2025-07-08 09:50:55
25,2025-07-08 09:50:57
26,2025-07-08 09:51:04
27,2025-07-08 09:51:08
28,2025-07-08 09:51:19
29,2025-07-08 09:51:34
30,2025-07-08 09:51:45
31,2025-07-08 09:51:54
32,2025-07-08 09:52:15
33,2025-07-08 09:52:30
34,2025-07-08 09:52:36
35,2025-07-08 09:52:47
36,2025-07-08 09:53:02
37,2025-07-08 09:53:11
38,2025-07-08 09:53:18
39,2025-07-08 09:53:20
40,2025-07-08 09:53:24
41,2025-07-08 09:53:29
42,2025-07-08 09:53:33
43,2025-07-08 09:53:35
44,2025-07-08 09:53:48
45,2025-07-08 09:53:59
46,2025-07-08 09:54:04
47,2025-07-08 09:54:06
48,2025-07-08 09:54:10
49,2025-07-08 09:54:14
50,2025-07-08 09:54:17
51,2025-07-08 09:54:25
52,2025-07-08 09:54:35
53,2025-07-08 09:54:43
54,2025-07-08 10:00:53
55,2025-07-08 10:01:00
56,2025-07-08 10:01:08
57,2025-07-08 10:01:15
58,2025-07-08 10:01:23
59,2025-07-08 10:01:30
60,2025-07-08 10:01:38
61,2025-07-08 10:01:45
62,2025-07-08 10:01:53
63,2025-07-08 10:02:00
64,2025-07-08 10:02:08
65,2025-07-08 10:07:10
66,2025-07-08 10:08:52
67,2025-07-08 10:09:09
68,2025-07-08 10:09:17
69,2025-07-08 10:11:28
70,2025-07-08 10:14:57
71,2025-07-08 10:17:08
72,2025-07-08 10:25:29
73,2025-07-08 10:27:38
74,2025-07-08 10:32:59
75,2025-07-08 10:34:19
76,2025-07-08 10:39:51
77,2025-07-08 10:41:56
78,2025-07-08 10:43:23
79,2025-07-08 10:43:49
80,2025-07-08 10:59:47
81,2025-07-08 11:00:47
82,2025-07-08 11:02:03
83,2025-07-08 11:03:30
84,2025-07-08 11:05:45
85,2025-07-08 11:06:00
86,2025-07-08 11:06:57
87,2025-07-08 11:08:39
88,2025-07-08 11:10:27
89,2025-07-08 11:12:02
90,2025-07-08 11:12:42
91,2025-07-08 11:15:21
92,2025-07-08 11:17:09
93,2025-07-08 11:20:07
94,2025-07-08 11:20:14
95,2025-07-08 11:21:08
96,2025-07-08 11:23:24
97,2025-07-08 11:26:25
98,2025-07-08 11:34:52
99,2025-07-08 11:35:03
100,2025-07-08 13:40:19
101,2025-07-08 13:44:52
102,2025-07-08 13:51:02
103,2025-07-08 13:51:13
104,2025-07-08 13:51:24
105,2025-07-08 13:53:26
106,2025-07-08 13:53:36
107,2025-07-08 13:54:48
108,2025-07-08 13:58:36
109,2025-07-08 13:59:58
110,2025-07-08 14:00:12
111,2025-07-08 14:02:49
112,2025-07-08 14:06:34
12,2025-07-08 10:25:51
113,2025-07-08 10:25:53
114,2025-07-08 10:26:06
115,2025-07-08 10:26:18
116,2025-07-08 10:26:24
117,2025-07-08 10:26:26
118,2025-07-08 10:26:30
119,2025-07-08 10:26:33
120,2025-07-08 10:26:37
121,2025-07-08 10:26:46
122,2025-07-08 10:26:56
123,2025-07-08 10:27:06
124,2025-07-08 10:36:26
125,2025-07-08 10:36:33
126,2025-07-08 10:36:40
127,2025-07-08 10:36:47
128,2025-07-08 10:36:54
129,2025-07-08 10:37:02
130,2025-07-08 10:37:08
131,2025-07-08 10:37:15
132,2025-07-08 10:37:22
133,2025-07-08 10:37:29
134,2025-07-08 10:37:36
135,2025-07-08 10:42:31
136,2025-07-08 10:44:17
137,2025-07-08 10:44:35
138,2025-07-08 14:01:35
139,2025-07-08 14:01:52
140,2025-07-08 14:01:54
141,2025-07-08 14:02:15
142,2025-07-08 14:02:18
143,2025-07-08 14:02:25
144,2025-07-08 14:02:33
145,2025-07-08 14:02:48
146,2025-07-08 14:02:50
147,2025-07-08 14:03:09
148,2025-07-08 14:03:15
149,2025-07-08 14:03:51
150,2025-07-08 14:04:03
151,2025-07-08 14:04:30
152,2025-07-08 14:05:42
153,2025-07-08 14:05:51
154,2025-07-08 14:05:54
155,2025-07-08 14:06:10
156,2025-07-08 14:07:43
157,2025-07-08 14:07:52
158,2025-07-08 14:08:30
159,2025-07-08 14:08:42
160,2025-07-08 14:08:44
161,2025-07-08 14:08:50
162,2025-07-08 14:08:53
163,2025-07-08 14:09:05
164,2025-07-08 14:09:10
165,2025-07-08 14:09:27
166,2025-07-08 14:09:50
167,2025-07-08 14:10:08
168,2025-07-08 14:10:24
169,2025-07-08 14:10:56
170,2025-07-08 14:11:08
171,2025-07-08 14:11:12
172,2025-07-08 14:11:21
173,2025-07-08 14:11:33
174,2025-07-08 14:11:41
175,2025-07-08 14:11:46
176,2025-07-08 14:11:49
177,2025-07-08 14:11:52
178,2025-07-08 14:11:57
179,2025-07-08 14:11:59
180,2025-07-08 14:12:01
181,2025-07-08 14:12:09
182,2025-07-08 14:12:15
183,2025-07-08 14:12:19
184,2025-07-08 14:12:20
185,2025-07-08 14:19:19
186,2025-07-08 14:19:21
187,2025-07-08 14:19:46
188,2025-07-08 14:19:47
189,2025-07-08 14:19:50
190,2025-07-08 14:19:51
191,2025-07-08 14:20:00
192,2025-07-08 14:20:00
193,2025-07-08 14:20:03
194,2025-07-08 14:20:06
195,2025-07-08 14:20:10
196,2025-07-08 14:20:12
197,2025-07-08 14:20:15
198,2025-07-08 14:20:28
199,2025-07-08 14:20:38
200,2025-07-08 14:20:41
201,2025-07-08 14:21:04
202,2025-07-08 14:21:25
203,2025-07-08 14:21:35
204,2025-07-08 14:21:38
205,2025-07-08 14:21:40
206,2025-07-08 14:21:47
207,2025-07-08 14:22:02
208,2025-07-08 14:22:12
209,2025-07-08 14:22:15
210,2025-07-08 14:22:29
211,2025-07-08 14:22:31
212,2025-07-08 14:22:51
213,2025-07-08 14:55:53
214,2025-07-08 14:56:13
215,2025-07-08 14:56:19
216,2025-07-08 14:56:25
217,2025-07-08 14:56:32
218,2025-07-08 14:56:35
219,2025-07-08 14:56:49
220,2025-07-08 15:03:12
221,2025-07-08 15:03:14
222,2025-07-08 15:03:35
223,2025-07-08 15:03:42
224,2025-07-08 15:03:48
225,2025-07-08 15:03:49
226,2025-07-08 15:04:01
227,2025-07-08 15:04:02
228,2025-07-08 15:04:03
229,2025-07-08 15:04:04
230,2025-07-08 15:04:09
231,2025-07-08 15:04:15
232,2025-07-08 15:04:16
233,2025-07-08 15:04:25
234,2025-07-08 15:04:33
235,2025-07-08 15:04:34
236,2025-07-08 15:04:35
237,2025-07-08 15:04:37
238,2025-07-08 15:04:39
239,2025-07-08 15:04:41
240,2025-07-08 15:04:43
241,2025-07-08 15:05:04
242,2025-07-08 15:05:08
243,2025-07-08 15:05:14
244,2025-07-08 15:05:15
245,2025-07-08 15:05:17
246,2025-07-08 15:05:37
247,2025-07-08 15:05:41
248,2025-07-08 15:06:33
249,2025-07-08 15:06:45
250,2025-07-08 15:06:46
251,2025-07-08 15:07:08
252,2025-07-08 15:07:09
253,2025-07-08 15:07:26
254,2025-07-08 15:07:27
255,2025-07-08 15:07:30
256,2025-07-08 15:07:34
257,2025-07-08 15:07:41
258,2025-07-09 21:54:00,entry
259,2025-07-09 21:54:01,entry
258,2025-07-09 21:54:04,exit
260,2025-07-09 21:54:09,entry
259,2025-07-09 21:54:12,exit
261,2025-07-09 21:54:13,entry
260,2025-07-09 21:54:13,exit
261,2025-07-09 21:54:16,exit
262,2025-07-09 21:54:17,entry
263,2025-07-09 21:54:19,entry
264,2025-07-09 21:54:24,entry
262,2025-07-09 21:54:26,exit
265,2025-07-09 21:54:27,entry
266,2025-07-09 21:54:28,entry
264,2025-07-09 21:54:28,exit
263,2025-07-09 21:54:30,exit
266,2025-07-09 21:54:31,exit
267,2025-07-09 21:54:34,entry
265,2025-07-09 21:54:34,exit
268,2025-07-09 21:54:37,entry
267,2025-07-09 21:54:38,exit
269,2025-07-09 21:54:39,entry
268,2025-07-09 21:54:41,exit
269,2025-07-09 21:54:42,exit
270,2025-07-09 21:54:43,entry
271,2025-07-09 21:54:46,entry
270,2025-07-09 21:54:47,exit
272,2025-07-09 21:54:51,entry
273,2025-07-09 21:54:52,entry
271,2025-07-09 21:54:52,exit
274,2025-07-09 21:54:53,entry
272,2025-07-09 21:54:55,exit
273,2025-07-09 21:54:56,exit
274,2025-07-09 21:54:56,exit
275,2025-07-09 21:55:01,entry
